AaegL5_1 | Aedes_aegypti_LVP_AGWG | AaegL5 | 310827022 | chromosome
NIGP01000619 | Aedes_aegypti_LVP_AGWG | AaegL5 | 59399 | supercontig
NIGP01000620 | Aedes_aegypti_LVP_AGWG | AaegL5 | 47926 | supercontig
NIGP01000621 | Aedes_aegypti_LVP_AGWG | AaegL5 | 40773 | supercontig
NIGP01000622 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29310 | supercontig
NIGP01000623 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30815 | supercontig
NIGP01000624 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25543 | supercontig
NIGP01000625 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26871 | supercontig
NIGP01000626 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26883 | supercontig
NIGP01000627 | Aedes_aegypti_LVP_AGWG | AaegL5 | 69017 | supercontig
NIGP01000628 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24794 | supercontig
NIGP01000629 | Aedes_aegypti_LVP_AGWG | AaegL5 | 73476 | supercontig
NIGP01000630 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33329 | supercontig
NIGP01000631 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22485 | supercontig
NIGP01000632 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36098 | supercontig
NIGP01000633 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37989 | supercontig
NIGP01000634 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17873 | supercontig
NIGP01000635 | Aedes_aegypti_LVP_AGWG | AaegL5 | 39418 | supercontig
NIGP01000636 | Aedes_aegypti_LVP_AGWG | AaegL5 | 45639 | supercontig
NIGP01000637 | Aedes_aegypti_LVP_AGWG | AaegL5 | 62458 | supercontig
NIGP01000638 | Aedes_aegypti_LVP_AGWG | AaegL5 | 103273 | supercontig
NIGP01000639 | Aedes_aegypti_LVP_AGWG | AaegL5 | 49097 | supercontig
NIGP01000640 | Aedes_aegypti_LVP_AGWG | AaegL5 | 54747 | supercontig
NIGP01000641 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41920 | supercontig
NIGP01000642 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32363 | supercontig
NIGP01000643 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1753 | supercontig
NIGP01000644 | Aedes_aegypti_LVP_AGWG | AaegL5 | 39328 | supercontig
NIGP01000645 | Aedes_aegypti_LVP_AGWG | AaegL5 | 47938 | supercontig
NIGP01000646 | Aedes_aegypti_LVP_AGWG | AaegL5 | 59730 | supercontig
NIGP01000647 | Aedes_aegypti_LVP_AGWG | AaegL5 | 148398 | supercontig
NIGP01000648 | Aedes_aegypti_LVP_AGWG | AaegL5 | 55507 | supercontig
NIGP01000649 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36950 | supercontig
NIGP01000650 | Aedes_aegypti_LVP_AGWG | AaegL5 | 68329 | supercontig
NIGP01000651 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30720 | supercontig
NIGP01000652 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37486 | supercontig
NIGP01000653 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27251 | supercontig
NIGP01000654 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37777 | supercontig
NIGP01000655 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34154 | supercontig
NIGP01000656 | Aedes_aegypti_LVP_AGWG | AaegL5 | 71943 | supercontig
NIGP01000657 | Aedes_aegypti_LVP_AGWG | AaegL5 | 42551 | supercontig
NIGP01000658 | Aedes_aegypti_LVP_AGWG | AaegL5 | 94915 | supercontig
NIGP01000659 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32478 | supercontig
NIGP01000660 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32664 | supercontig
NIGP01000661 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34435 | supercontig
NIGP01000662 | Aedes_aegypti_LVP_AGWG | AaegL5 | 139228 | supercontig
NIGP01000663 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37094 | supercontig
NIGP01000664 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21247 | supercontig
NIGP01000665 | Aedes_aegypti_LVP_AGWG | AaegL5 | 60921 | supercontig
NIGP01000666 | Aedes_aegypti_LVP_AGWG | AaegL5 | 48568 | supercontig
NIGP01000667 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38128 | supercontig
NIGP01000668 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22748 | supercontig
NIGP01000669 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25618 | supercontig
NIGP01000670 | Aedes_aegypti_LVP_AGWG | AaegL5 | 45690 | supercontig
NIGP01000671 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27334 | supercontig
NIGP01000672 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30571 | supercontig
NIGP01000673 | Aedes_aegypti_LVP_AGWG | AaegL5 | 52789 | supercontig
NIGP01000674 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36136 | supercontig
NIGP01000675 | Aedes_aegypti_LVP_AGWG | AaegL5 | 89305 | supercontig
NIGP01000676 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26097 | supercontig
NIGP01000677 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27482 | supercontig
NIGP01000678 | Aedes_aegypti_LVP_AGWG | AaegL5 | 4500 | supercontig
NIGP01000679 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34844 | supercontig
NIGP01000680 | Aedes_aegypti_LVP_AGWG | AaegL5 | 45074 | supercontig
NIGP01000681 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24579 | supercontig
NIGP01000682 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2000 | supercontig
NIGP01000683 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36100 | supercontig
NIGP01000684 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22171 | supercontig
NIGP01000685 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26885 | supercontig
NIGP01000686 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25920 | supercontig
NIGP01000687 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26811 | supercontig
NIGP01000688 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26768 | supercontig
NIGP01000689 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23228 | supercontig
NIGP01000690 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27383 | supercontig
NIGP01000691 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28851 | supercontig
NIGP01000692 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28748 | supercontig
NIGP01000693 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25747 | supercontig
NIGP01000694 | Aedes_aegypti_LVP_AGWG | AaegL5 | 40765 | supercontig
NIGP01000695 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34514 | supercontig
NIGP01000696 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33442 | supercontig
NIGP01000697 | Aedes_aegypti_LVP_AGWG | AaegL5 | 73617 | supercontig
NIGP01000698 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32849 | supercontig
NIGP01000699 | Aedes_aegypti_LVP_AGWG | AaegL5 | 72494 | supercontig
NIGP01000700 | Aedes_aegypti_LVP_AGWG | AaegL5 | 48288 | supercontig
NIGP01000701 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24501 | supercontig
NIGP01000702 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26244 | supercontig
NIGP01000703 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27101 | supercontig
NIGP01000704 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27464 | supercontig
NIGP01000705 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21813 | supercontig
NIGP01000706 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28028 | supercontig
NIGP01000707 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24757 | supercontig
NIGP01000708 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33631 | supercontig
NIGP01000709 | Aedes_aegypti_LVP_AGWG | AaegL5 | 43422 | supercontig
NIGP01000710 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38290 | supercontig
NIGP01000711 | Aedes_aegypti_LVP_AGWG | AaegL5 | 54074 | supercontig
NIGP01000712 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30121 | supercontig
NIGP01000713 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41414 | supercontig
NIGP01000714 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41839 | supercontig
NIGP01000715 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36407 | supercontig
NIGP01000716 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23305 | supercontig
NIGP01000717 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30006 | supercontig
NIGP01000718 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38588 | supercontig
NIGP01000719 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33289 | supercontig
NIGP01000720 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1000 | supercontig
NIGP01000721 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34325 | supercontig
NIGP01000722 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2000 | supercontig
NIGP01000723 | Aedes_aegypti_LVP_AGWG | AaegL5 | 18737 | supercontig
NIGP01000724 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29349 | supercontig
NIGP01000725 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2000 | supercontig
NIGP01000726 | Aedes_aegypti_LVP_AGWG | AaegL5 | 16530 | supercontig
NIGP01000727 | Aedes_aegypti_LVP_AGWG | AaegL5 | 351526 | supercontig
NIGP01000728 | Aedes_aegypti_LVP_AGWG | AaegL5 | 56518 | supercontig
NIGP01000729 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24777 | supercontig
NIGP01000730 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24662 | supercontig
NIGP01000731 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31398 | supercontig
NIGP01000732 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24551 | supercontig
NIGP01000733 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27281 | supercontig
NIGP01000734 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41221 | supercontig
NIGP01000735 | Aedes_aegypti_LVP_AGWG | AaegL5 | 68236 | supercontig
NIGP01000736 | Aedes_aegypti_LVP_AGWG | AaegL5 | 53467 | supercontig
NIGP01000737 | Aedes_aegypti_LVP_AGWG | AaegL5 | 45381 | supercontig
NIGP01000738 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28689 | supercontig
NIGP01000739 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28188 | supercontig
NIGP01000740 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35371 | supercontig
NIGP01000741 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27313 | supercontig
NIGP01000742 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37155 | supercontig
NIGP01000743 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25223 | supercontig
NIGP01000744 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24207 | supercontig
NIGP01000745 | Aedes_aegypti_LVP_AGWG | AaegL5 | 49016 | supercontig
NIGP01000746 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25038 | supercontig
NIGP01000747 | Aedes_aegypti_LVP_AGWG | AaegL5 | 55498 | supercontig
NIGP01000748 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2000 | supercontig
NIGP01000749 | Aedes_aegypti_LVP_AGWG | AaegL5 | 18778 | supercontig
NIGP01000750 | Aedes_aegypti_LVP_AGWG | AaegL5 | 38698 | supercontig
NIGP01000751 | Aedes_aegypti_LVP_AGWG | AaegL5 | 83431 | supercontig
NIGP01000752 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36090 | supercontig
NIGP01000753 | Aedes_aegypti_LVP_AGWG | AaegL5 | 3500 | supercontig
NIGP01000754 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22699 | supercontig
NIGP01000755 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30404 | supercontig
NIGP01000756 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30483 | supercontig
NIGP01000757 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41680 | supercontig
NIGP01000758 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29884 | supercontig
NIGP01000759 | Aedes_aegypti_LVP_AGWG | AaegL5 | 45430 | supercontig
NIGP01000760 | Aedes_aegypti_LVP_AGWG | AaegL5 | 58770 | supercontig
NIGP01000761 | Aedes_aegypti_LVP_AGWG | AaegL5 | 75816 | supercontig
NIGP01000762 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25323 | supercontig
NIGP01000763 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29894 | supercontig
NIGP01000764 | Aedes_aegypti_LVP_AGWG | AaegL5 | 6626 | supercontig
NIGP01000765 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29860 | supercontig
NIGP01000766 | Aedes_aegypti_LVP_AGWG | AaegL5 | 6107 | supercontig
NIGP01000767 | Aedes_aegypti_LVP_AGWG | AaegL5 | 92064 | supercontig
NIGP01000768 | Aedes_aegypti_LVP_AGWG | AaegL5 | 49021 | supercontig
NIGP01000769 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1500 | supercontig
NIGP01000770 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25892 | supercontig
NIGP01000771 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25797 | supercontig
NIGP01000772 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27842 | supercontig
NIGP01000773 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25694 | supercontig
NIGP01000774 | Aedes_aegypti_LVP_AGWG | AaegL5 | 13430 | supercontig
NIGP01000775 | Aedes_aegypti_LVP_AGWG | AaegL5 | 50175 | supercontig
NIGP01000776 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25138 | supercontig
NIGP01000777 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1000 | supercontig
NIGP01000778 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27714 | supercontig
NIGP01000779 | Aedes_aegypti_LVP_AGWG | AaegL5 | 66022 | supercontig
NIGP01000780 | Aedes_aegypti_LVP_AGWG | AaegL5 | 62026 | supercontig
NIGP01000781 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29663 | supercontig
NIGP01000782 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28290 | supercontig
NIGP01000783 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33619 | supercontig
NIGP01000784 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20255 | supercontig
NIGP01000785 | Aedes_aegypti_LVP_AGWG | AaegL5 | 8000 | supercontig
NIGP01000786 | Aedes_aegypti_LVP_AGWG | AaegL5 | 39746 | supercontig
NIGP01000787 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25884 | supercontig
NIGP01000788 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27266 | supercontig
NIGP01000789 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20376 | supercontig
NIGP01000790 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20536 | supercontig
NIGP01000791 | Aedes_aegypti_LVP_AGWG | AaegL5 | 58839 | supercontig
NIGP01000792 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26456 | supercontig
NIGP01000793 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26684 | supercontig
NIGP01000794 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25818 | supercontig
NIGP01000795 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32467 | supercontig
NIGP01000796 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27211 | supercontig
NIGP01000797 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30464 | supercontig
NIGP01000798 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23862 | supercontig
NIGP01000799 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32375 | supercontig
NIGP01000800 | Aedes_aegypti_LVP_AGWG | AaegL5 | 5509 | supercontig
NIGP01000801 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32612 | supercontig
NIGP01000802 | Aedes_aegypti_LVP_AGWG | AaegL5 | 62982 | supercontig
NIGP01000803 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29462 | supercontig
NIGP01000804 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35589 | supercontig
NIGP01000805 | Aedes_aegypti_LVP_AGWG | AaegL5 | 40926 | supercontig
NIGP01000806 | Aedes_aegypti_LVP_AGWG | AaegL5 | 56146 | supercontig
NIGP01000807 | Aedes_aegypti_LVP_AGWG | AaegL5 | 86258 | supercontig
NIGP01000808 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28363 | supercontig
NIGP01000809 | Aedes_aegypti_LVP_AGWG | AaegL5 | 66842 | supercontig
NIGP01000810 | Aedes_aegypti_LVP_AGWG | AaegL5 | 500 | supercontig
NIGP01000811 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36252 | supercontig
NIGP01000812 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22727 | supercontig
NIGP01000813 | Aedes_aegypti_LVP_AGWG | AaegL5 | 48668 | supercontig
NIGP01000814 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28468 | supercontig
NIGP01000815 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1000 | supercontig
NIGP01000816 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24642 | supercontig
NIGP01000817 | Aedes_aegypti_LVP_AGWG | AaegL5 | 51636 | supercontig
NIGP01000818 | Aedes_aegypti_LVP_AGWG | AaegL5 | 60757 | supercontig
NIGP01000819 | Aedes_aegypti_LVP_AGWG | AaegL5 | 322943 | supercontig
NIGP01000820 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1000 | supercontig
NIGP01000821 | Aedes_aegypti_LVP_AGWG | AaegL5 | 60477 | supercontig
NIGP01000822 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28006 | supercontig
NIGP01000823 | Aedes_aegypti_LVP_AGWG | AaegL5 | 42849 | supercontig
NIGP01000824 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28740 | supercontig
NIGP01000825 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25344 | supercontig
NIGP01000826 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29768 | supercontig
NIGP01000827 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32134 | supercontig
NIGP01000828 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2500 | supercontig
NIGP01000829 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28379 | supercontig
NIGP01000830 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29244 | supercontig
NIGP01000831 | Aedes_aegypti_LVP_AGWG | AaegL5 | 19219 | supercontig
NIGP01000832 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37947 | supercontig
NIGP01000833 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29594 | supercontig
NIGP01000834 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34938 | supercontig
NIGP01000835 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22587 | supercontig
NIGP01000836 | Aedes_aegypti_LVP_AGWG | AaegL5 | 10614 | supercontig
NIGP01000837 | Aedes_aegypti_LVP_AGWG | AaegL5 | 4000 | supercontig
NIGP01000838 | Aedes_aegypti_LVP_AGWG | AaegL5 | 142259 | supercontig
NIGP01000839 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33448 | supercontig
NIGP01000840 | Aedes_aegypti_LVP_AGWG | AaegL5 | 53249 | supercontig
NIGP01000841 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31033 | supercontig
NIGP01000842 | Aedes_aegypti_LVP_AGWG | AaegL5 | 6384 | supercontig
NIGP01000843 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37100 | supercontig
NIGP01000844 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26070 | supercontig
NIGP01000845 | Aedes_aegypti_LVP_AGWG | AaegL5 | 61561 | supercontig
NIGP01000846 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31313 | supercontig
NIGP01000847 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33256 | supercontig
NIGP01000848 | Aedes_aegypti_LVP_AGWG | AaegL5 | 91821 | supercontig
NIGP01000849 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32917 | supercontig
NIGP01000850 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33692 | supercontig
NIGP01000851 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26065 | supercontig
NIGP01000852 | Aedes_aegypti_LVP_AGWG | AaegL5 | 41820 | supercontig
NIGP01000853 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1000 | supercontig
NIGP01000854 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1000 | supercontig
NIGP01000855 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35424 | supercontig
NIGP01000856 | Aedes_aegypti_LVP_AGWG | AaegL5 | 44563 | supercontig
NIGP01000857 | Aedes_aegypti_LVP_AGWG | AaegL5 | 2500 | supercontig
NIGP01000858 | Aedes_aegypti_LVP_AGWG | AaegL5 | 7023 | supercontig
NIGP01000859 | Aedes_aegypti_LVP_AGWG | AaegL5 | 65530 | supercontig
NIGP01000860 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23291 | supercontig
NIGP01000861 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33596 | supercontig
NIGP01000862 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33754 | supercontig
NIGP01000863 | Aedes_aegypti_LVP_AGWG | AaegL5 | 61633 | supercontig
NIGP01000864 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31422 | supercontig
NIGP01000865 | Aedes_aegypti_LVP_AGWG | AaegL5 | 59762 | supercontig
NIGP01000866 | Aedes_aegypti_LVP_AGWG | AaegL5 | 46903 | supercontig
NIGP01000867 | Aedes_aegypti_LVP_AGWG | AaegL5 | 4000 | supercontig
NIGP01000868 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21743 | supercontig
NIGP01000869 | Aedes_aegypti_LVP_AGWG | AaegL5 | 17613 | supercontig
NIGP01000870 | Aedes_aegypti_LVP_AGWG | AaegL5 | 49275 | supercontig
NIGP01000871 | Aedes_aegypti_LVP_AGWG | AaegL5 | 40098 | supercontig
NIGP01000872 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35086 | supercontig
NIGP01000873 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31123 | supercontig
NIGP01000874 | Aedes_aegypti_LVP_AGWG | AaegL5 | 22267 | supercontig
NIGP01000875 | Aedes_aegypti_LVP_AGWG | AaegL5 | 5500 | supercontig
NIGP01000876 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26292 | supercontig
NIGP01000877 | Aedes_aegypti_LVP_AGWG | AaegL5 | 36115 | supercontig
NIGP01000878 | Aedes_aegypti_LVP_AGWG | AaegL5 | 35558 | supercontig
NIGP01000879 | Aedes_aegypti_LVP_AGWG | AaegL5 | 6000 | supercontig
NIGP01000880 | Aedes_aegypti_LVP_AGWG | AaegL5 | 13327 | supercontig
NIGP01000881 | Aedes_aegypti_LVP_AGWG | AaegL5 | 3500 | supercontig
NIGP01000882 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37421 | supercontig
NIGP01000883 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29341 | supercontig
NIGP01000884 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32191 | supercontig
NIGP01000885 | Aedes_aegypti_LVP_AGWG | AaegL5 | 48435 | supercontig
NIGP01000886 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30855 | supercontig
NIGP01000887 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31228 | supercontig
NIGP01000888 | Aedes_aegypti_LVP_AGWG | AaegL5 | 71033 | supercontig
NIGP01000889 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30344 | supercontig
NIGP01000890 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21006 | supercontig
NIGP01000891 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21744 | supercontig
NIGP01000892 | Aedes_aegypti_LVP_AGWG | AaegL5 | 251237 | supercontig
NIGP01000893 | Aedes_aegypti_LVP_AGWG | AaegL5 | 62509 | supercontig
NIGP01000894 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33334 | supercontig
NIGP01000895 | Aedes_aegypti_LVP_AGWG | AaegL5 | 24472 | supercontig
NIGP01000896 | Aedes_aegypti_LVP_AGWG | AaegL5 | 47690 | supercontig
NIGP01000897 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26509 | supercontig
NIGP01000898 | Aedes_aegypti_LVP_AGWG | AaegL5 | 30986 | supercontig
NIGP01000899 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1000 | supercontig
NIGP01000900 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21135 | supercontig
NIGP01000901 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20706 | supercontig
NIGP01000902 | Aedes_aegypti_LVP_AGWG | AaegL5 | 5002 | supercontig
NIGP01000903 | Aedes_aegypti_LVP_AGWG | AaegL5 | 9517 | supercontig
NIGP01000904 | Aedes_aegypti_LVP_AGWG | AaegL5 | 58055 | supercontig
NIGP01000905 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26518 | supercontig
NIGP01000906 | Aedes_aegypti_LVP_AGWG | AaegL5 | 34548 | supercontig
NIGP01000907 | Aedes_aegypti_LVP_AGWG | AaegL5 | 37983 | supercontig
NIGP01000908 | Aedes_aegypti_LVP_AGWG | AaegL5 | 9010 | supercontig
NIGP01000909 | Aedes_aegypti_LVP_AGWG | AaegL5 | 80301 | supercontig
NIGP01000910 | Aedes_aegypti_LVP_AGWG | AaegL5 | 29171 | supercontig
NIGP01000911 | Aedes_aegypti_LVP_AGWG | AaegL5 | 7500 | supercontig
NIGP01000912 | Aedes_aegypti_LVP_AGWG | AaegL5 | 33933 | supercontig
NIGP01000913 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28058 | supercontig
NIGP01000914 | Aedes_aegypti_LVP_AGWG | AaegL5 | 23161 | supercontig
NIGP01000915 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20281 | supercontig
NIGP01000916 | Aedes_aegypti_LVP_AGWG | AaegL5 | 58992 | supercontig
NIGP01000917 | Aedes_aegypti_LVP_AGWG | AaegL5 | 32748 | supercontig
NIGP01000918 | Aedes_aegypti_LVP_AGWG | AaegL5 | 25694 | supercontig
NIGP01000919 | Aedes_aegypti_LVP_AGWG | AaegL5 | 39455 | supercontig
NIGP01000920 | Aedes_aegypti_LVP_AGWG | AaegL5 | 61640 | supercontig
NIGP01000921 | Aedes_aegypti_LVP_AGWG | AaegL5 | 31639 | supercontig
NIGP01000922 | Aedes_aegypti_LVP_AGWG | AaegL5 | 26822 | supercontig
NIGP01000923 | Aedes_aegypti_LVP_AGWG | AaegL5 | 20503 | supercontig
NIGP01000924 | Aedes_aegypti_LVP_AGWG | AaegL5 | 1000 | supercontig
NIGP01000925 | Aedes_aegypti_LVP_AGWG | AaegL5 | 27734 | supercontig
NIGP01000926 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28481 | supercontig
NIGP01000927 | Aedes_aegypti_LVP_AGWG | AaegL5 | 28894 | supercontig
NIGP01000928 | Aedes_aegypti_LVP_AGWG | AaegL5 | 21503 | supercontig
