"chr","start","end","width","Conc","Conc_All_Others","Conc_K27Ac","Fold","p.value","FDR"
"AaegL5_2",220359505,220367812,8308,5.21508638311487,4.93573781577599,5.57309910375353,-0.637361287977534,0.0147990174798487,0.0306373552712594
"AaegL5_2",83754792,83833712,78921,8.18947056701372,8.02706153465484,8.41640953745768,-0.389348002802837,0.0149492917195752,0.0309012798349755
"AaegL5_2",216901785,216918133,16349,5.1730262352341,5.35626635226726,4.82068206627142,0.535584285995836,0.0151956795872386,0.031362772481424
"NIGP01001982",2151,209968,207818,10.2391367230328,10.0684382238938,10.4761375638095,-0.407699339915744,0.0152985480190342,0.0315270989571586
"AaegL5_2",252729108,252738889,9782,4.98711840982872,4.68686713737347,5.36632069288163,-0.679453555508156,0.0153981149397515,0.031684133320642
"AaegL5_3",409605780,409666894,61115,7.24795855077144,7.08155691516491,7.47975977759287,-0.398202862427955,0.0155373829056553,0.0319222594243464
"AaegL5_3",387157738,387166056,8319,4.11998105107462,4.35968727875063,3.62748948209797,0.732197796652658,0.0157956576133952,0.0324037998846655
"AaegL5_2",141589824,141593477,3654,3.36153898331982,2.99271150906527,3.80614392130956,-0.81343241224429,0.0162240585522965,0.0332323616267583
"AaegL5_3",178021905,178024968,3064,2.65714606496144,2.98323257196512,1.90623188731267,1.07700068465245,0.0165215345390021,0.0337802660960341
"AaegL5_2",212442428,212671041,228614,10.0713515423669,9.9688181446761,10.2216075565793,-0.252789411903231,0.016541369238766,0.0337802660960341
"AaegL5_2",92611595,92614613,3019,3.60873731944924,3.85157141209547,3.10789918061819,0.743672231477276,0.0165871686196563,0.0337980322374891
"AaegL5_2",224459860,224463561,3702,3.15331811124875,3.39675047152895,2.65087593461071,0.745874536918237,0.0165999184883243,0.0337980322374891
"AaegL5_3",160609294,160626376,17083,6.32422093944179,6.55475799534602,5.85582027660171,0.698937718744319,0.0167819571045421,0.0340711167645502
"AaegL5_2",15245343,15250416,5074,5.61506410947737,5.80129174437169,5.2557672445743,0.545524499797389,0.0167842964592327,0.0340711167645502
"AaegL5_2",403555853,403560299,4447,3.82683363124625,3.51958708303483,4.21299078754434,-0.693403704509511,0.0169741869958629,0.0344050785745741
"AaegL5_3",208190594,208199710,9117,4.20717109336078,4.4160023961855,3.79366686984592,0.622335526339577,0.0170159034935603,0.0344381569212951
"AaegL5_1",21019202,21022290,3089,2.85094654237416,3.17065592122816,2.12135212139778,1.04930379983039,0.0171599276682567,0.0345708678010085
"AaegL5_2",154966525,154977902,11378,5.58621600769076,5.75112479736274,5.27551102341232,0.475613773950421,0.0171697496608129,0.0345708678010085
"AaegL5_1",235541098,235567353,26256,6.90005699293041,6.73034323961308,7.13586921785331,-0.405525978240234,0.0171825883155542,0.0345708678010085
"AaegL5_3",30143764,30521806,378043,10.1916342764261,10.0537438671361,10.3880456201519,-0.334301753015767,0.0171834549394393,0.0345708678010085
"NIGP01000066",14383,17213,2831,2.31064842437566,2.61975875695372,1.61560444577997,1.00415431117375,0.0173632453568196,0.0348808306723665
"NIGP01002135",3505,22328,18824,5.09597922786138,5.40565985831834,4.39910350929093,1.00655634902741,0.0175443455713419,0.0351925038383722
"AaegL5_1",257670900,257794622,123723,8.37460587335539,8.21167282667834,8.60218470021332,-0.39051187353498,0.017619439394476,0.0352520764052716
"AaegL5_3",74532406,74608485,76080,8.10207991482097,7.97152114180523,8.28913293980337,-0.317611797998135,0.0176260382026358,0.0352520764052716
"AaegL5_3",84491483,84497607,6125,3.71101481049755,3.98055814926948,3.13608318037236,0.844474968897119,0.0177045598089869,0.0353569706936469
"AaegL5_3",183884153,183899911,15759,6.46180205167028,6.26974419792355,6.72415106037835,-0.454406862454797,0.0178640084288943,0.0356229344552657
"AaegL5_2",156781541,156784709,3169,3.16230090947852,2.7939005463813,3.60651687740598,-0.812616331024681,0.0179358840122689,0.035713742614738
"AaegL5_2",48273089,48284797,11709,5.77439597856563,5.96082344682499,5.4146323386975,0.546191108127496,0.0180607430326935,0.0359096298421295
"AaegL5_2",231553170,231908816,355647,10.6309898642954,10.5286374759843,10.7810027769721,-0.252365300987774,0.018647032715865,0.0370210488473104
"AaegL5_2",321621785,321628256,6472,3.49665530166084,3.76014260144868,2.93898242576112,0.821160175687562,0.0187881653669813,0.0372467137976998
"AaegL5_3",96424139,96450482,26344,6.72227665173509,6.51795157471457,6.99881927348,-0.480867698765424,0.0190070395586126,0.0376256140751514
"AaegL5_1",27607148,27713374,106227,8.08343571916709,7.91362585816997,8.31936402763278,-0.40573816946281,0.0191399581230197,0.0378335032285928
"AaegL5_1",283973456,283980383,6928,4.54198121911242,4.7400063073516,4.15475236971967,0.585253937631927,0.0195279028702829,0.0385441576304273
"AaegL5_2",401176283,401187597,11315,4.98418766860574,5.20617864338576,4.53775005181398,0.668428591571781,0.0197771686540004,0.0389794196145705
"AaegL5_2",93637480,93639886,2407,2.91420081449598,3.23545464843127,2.17948048365578,1.05597416477549,0.02003206394554,0.0394244974022528
"AaegL5_2",374075340,374094238,18899,5.54689144527479,5.72555904044539,5.20509663001433,0.520462410431062,0.0201700335117457,0.0396385006404741
"AaegL5_1",13299740,13304662,4923,4.91472958619384,5.1062802313665,4.54292497082418,0.563355260542324,0.0202407436736339,0.0397198964130934
"AaegL5_3",147439169,147444311,5143,3.30009837089369,3.54683481724517,2.7887531464384,0.758081670806773,0.0203322082020107,0.0398417258987378
"AaegL5_2",101950293,101963069,12777,4.77847003810403,4.98040756241169,4.38180591253127,0.598601649880416,0.0204022954385132,0.0399213746242769
"AaegL5_2",192313844,192336569,22726,6.1788335148867,5.99716556500042,6.42895480753443,-0.431789242534012,0.0204382634104031,0.0399341285079347
"AaegL5_2",270363135,270369239,6105,3.48867581899328,3.73502510703261,2.97837771827201,0.756647388760598,0.0204696746494564,0.0399379551433998
"AaegL5_3",299750699,299762917,12219,4.58648769908211,4.29404024301625,4.95785125481736,-0.663811011801103,0.0207180158577205,0.0403644102055589
"AaegL5_2",21201155,21208357,7203,3.79704873994316,4.02788659291651,3.32786652541296,0.700020067503557,0.0208695472994829,0.0406013000546611
"AaegL5_3",59069780,59083737,13958,5.03153119612525,5.24640046547787,4.60304688882713,0.643353576650731,0.0212451659863886,0.0412728439506346
"AaegL5_2",18507107,18515146,8040,4.75271330791623,5.00296261278324,4.23181922927943,0.771143383503811,0.0214896372026225,0.041688051569036
"AaegL5_3",17224040,17245818,21779,5.81748304693111,5.64791317441287,6.05312145368984,-0.405208279276962,0.0216136345533218,0.0418686977918634
"AaegL5_2",109076362,109079058,2697,4.29618787296522,4.51122695960668,3.86727908290378,0.643947876702902,0.0217083593096175,0.0419725935932303
"AaegL5_2",402346934,402357666,10733,5.35319084578216,5.08839497813762,5.69607961344804,-0.607684635310426,0.0217466030391809,0.0419725935932303
"AaegL5_2",350511274,350516425,5152,3.10369440673675,3.37681250246437,2.51844302329243,0.858369479171941,0.0217832592182653,0.0419725935932303
"AaegL5_2",312638161,312644953,6793,3.78565975228572,4.06539359371841,3.18104409346475,0.884349500253659,0.0218179783333133,0.0419725935932303
"AaegL5_3",243890259,243901053,10795,5.05033962047875,4.82819447404165,5.34704528037082,-0.518850806329167,0.0218220342796662,0.0419725935932303
"AaegL5_3",243908715,243912234,3520,4.08939269643719,3.81028867738977,4.44715382646695,-0.636865149077178,0.0226791658597297,0.0435594177135885
"AaegL5_3",172001686,172100642,98957,8.28435391842441,8.13996680414887,8.48896812687592,-0.349001322727053,0.0228243380252079,0.0437762409648967
"AaegL5_3",65998985,66000950,1966,2.83432859178169,3.1444231090166,2.13612159799261,1.00830151102399,0.0229511007162976,0.0439571928973157
"AaegL5_3",117007955,117013217,5263,4.55717784690133,4.79551606442699,4.06831597577048,0.727200088656517,0.0232380480518858,0.044443995992041
"AaegL5_3",151374496,151376195,1700,3.17634433332895,2.72680405789552,3.6907021040293,-0.963898046133773,0.0232889761611173,0.0444786643302466
"AaegL5_2",6126136,6180686,54551,8.1146233492498,8.22914685727788,7.91007800126722,0.319068856010658,0.023639058817663,0.0450837746227159
"AaegL5_2",112957571,112970201,12631,4.62664175904368,4.81890121074034,4.25315990976013,0.565741300980213,0.0241108352727157,0.0459189503227563
"AaegL5_2",285292438,285301498,9061,5.00130307166818,4.8004505365802,5.27385420111548,-0.473403664535287,0.0244590026542874,0.0465167007001595
"AaegL5_3",27893912,27917451,23540,5.93746495594615,5.75198417106266,6.19209580460108,-0.440111633538423,0.024562748861736,0.0466485818718684
"AaegL5_2",299903364,299920162,16799,5.92777025488317,5.76394335045194,6.15643935149145,-0.392496001039507,0.0247864456069387,0.0470075807594529
"AaegL5_2",250741889,250747077,5189,3.74445965922927,3.45631385370586,4.11146577510594,-0.655151921400082,0.024889203014103,0.0471365353172118
"AaegL5_2",219948247,219979379,31133,7.0687397895462,7.22674107324263,6.77328511183008,0.453455961412549,0.0250279580166931,0.0473332093035368
"AaegL5_1",169754005,169764825,10821,4.6568255501014,4.85999844426539,4.25716398057104,0.602834463694351,0.0250773805041363,0.0473606239047477
"AaegL5_3",373232744,373243567,10824,4.98428393295343,5.22468161947024,4.4899529447325,0.734728674737747,0.0252000638723157,0.0475261288050906
"NIGP01001816",3408,9107,5700,4.35485174820203,3.80772505276287,4.9446048017868,-1.13687974902394,0.0255083108147525,0.0479945685038869
"AaegL5_3",171672592,171676686,4095,2.64596008897797,2.93446409165856,2.01512614603861,0.919337945619952,0.0255192359080402,0.0479945685038869
"AaegL5_3",274823030,274830791,7762,5.49237901079217,5.65416577566715,5.18859581408835,0.465569961578804,0.0256871625465976,0.048243479796657
"AaegL5_1",78142461,78162397,19937,5.26396105261017,5.48494948224791,4.82006971943737,0.66487976281054,0.025936621643573,0.0486446181862862
"AaegL5_2",146712247,146729515,17269,5.61990373323721,5.39647409313268,5.91804241646834,-0.521568323335669,0.0261901598432699,0.0490522883252403
"AaegL5_2",466525357,466529904,4548,2.53561928078312,2.84134668273122,1.85137862823132,0.989968054499899,0.0262381787157586,0.0490744418463016
"AaegL5_3",96406626,96423969,17344,5.99653921712551,5.74705172522309,6.32317745128171,-0.576125726058621,0.0262942479545381,0.0491115705597158
"AaegL5_3",409347720,409370482,22763,6.87724007462366,6.74086174505395,7.07173020070448,-0.330868455650533,0.0264636404179231,0.0493599675470478
"AaegL5_1",157486889,157492826,5938,4.33940466560456,4.0854591912444,4.67081202108211,-0.585352829837706,0.0266403368177011,0.0496212867098938
"AaegL5_2",294756405,294764132,7728,4.92513821419627,4.71554942519668,5.20769201114053,-0.492142585943844,0.026893994728758,0.0500250436929985
"AaegL5_2",301045517,301053388,7872,4.66367282139807,4.86188982389914,4.27598318050087,0.585906643398269,0.0270228541919337,0.0501958771017289
"AaegL5_2",70181652,70275172,93521,7.93940113254784,7.76014312135593,8.18665865466816,-0.426515533312226,0.0271797559948656,0.0504182614624319
"AaegL5_1",168303187,168344583,41397,7.35869706603469,7.20467695677774,7.57532183630016,-0.370644879522418,0.0277568910635941,0.0514185031178055
"AaegL5_2",156895876,156919771,23896,5.22441284740957,5.40250705063467,4.88393314223298,0.518573908401697,0.0279085050700502,0.0516288306616481
"AaegL5_3",192262679,192495137,232459,9.53507896953247,9.43008068070661,9.68863831619582,-0.258557635489217,0.0281728809396103,0.0520469026622772
"AaegL5_3",121764035,121770576,6542,3.05129406799847,3.28956014566941,2.56262325462254,0.726936891046874,0.0282171845983234,0.0520578262793559
"AaegL5_3",218415412,218420103,4692,3.08585598179058,3.356017917094,2.50914566043831,0.84687225665569,0.028268474601003,0.0520815917920654
"AaegL5_2",229619044,229635371,16328,5.90464780345121,6.06033144246693,5.61425789125363,0.446073551213303,0.0283509487579347,0.052162668271044
"AaegL5_2",7377593,7389915,12323,4.93628371604281,5.12984789794372,4.55970724267822,0.570140655265503,0.0288217869480465,0.0529571044736464
"AaegL5_3",188683930,188716362,32433,6.76963231753073,6.92129168732383,6.48797549326879,0.433316194055044,0.029075007086382,0.0533500806618862
"AaegL5_1",105683492,105693916,10425,4.83905730533716,5.08172669435505,4.33866033003734,0.743066364317712,0.0293493514440658,0.0537807034569638
"AaegL5_2",342002182,342007127,4946,3.26262772759705,2.95316241593809,3.65097683969619,-0.697814423758101,0.0295899722054581,0.0541484511614051
"AaegL5_1",291891675,291903457,11783,4.28933842764312,4.50700416966121,3.85384158069927,0.653162588961945,0.0300732830443142,0.0549573455076007
"AaegL5_3",374187780,374195173,7394,4.82539562863816,4.56319089150715,5.16555869523278,-0.602367803725628,0.0301130587847694,0.0549573455076007
"AaegL5_1",157718699,157722457,3759,3.55988862902041,3.26844731333178,3.93023533678909,-0.661788023457306,0.0307829643546343,0.0561044350334463
"AaegL5_2",373096501,373099878,3378,2.29871505419548,2.62791502834207,1.53724168090277,1.0906733474393,0.0308554792004639,0.0561611138199047
"AaegL5_1",165476844,165482355,5512,4.22406959128988,4.4180393494333,3.84652922665335,0.571510122779955,0.0312237663192638,0.0567552642478843
"AaegL5_2",422906094,422928778,22685,5.73317464346925,5.4285069731882,6.11677563787771,-0.688268664689513,0.0315900152834344,0.0573441241289653
"AaegL5_2",391001112,391024556,23445,6.228135466448,6.00021590018762,6.53126213150688,-0.531046231319255,0.0317045413852257,0.0574750776983503
"AaegL5_3",187970942,187978602,7661,4.26612922527363,4.45077658009633,3.91051603178508,0.540260548311251,0.0317815944991536,0.0575378399744356
"AaegL5_1",177020805,177168276,147472,8.86634153767121,8.76915319758541,9.00938872624217,-0.240235528656767,0.0329678436895541,0.0596058613907138
"AaegL5_3",290400399,290421793,21395,5.62874677622204,5.33597843870445,6.00043432859745,-0.664455889893001,0.0330150625087571,0.0596117506815907
"AaegL5_3",189110131,189167834,57704,7.05069789941868,7.20257830078608,6.76856341322139,0.434014887564696,0.0333721424146471,0.0601763631838584
"AaegL5_3",121582421,121590497,8077,4.47781676918522,4.64950027808463,4.15192417796405,0.497576100120583,0.0334646427225536,0.0602630219545588
"AaegL5_2",159717715,159722669,4955,3.34805717636365,3.62651994739244,2.74718908817224,0.879330859220209,0.0341727535648209,0.0614565700714816
"AaegL5_3",81724959,81756504,31546,6.44880593242795,6.28350366306482,6.67927130859985,-0.395767645535037,0.0350103978412019,0.062879601950556
"AaegL5_1",194472984,194503046,30063,6.94742695116994,7.08209351368045,6.70181426511984,0.380279248560604,0.0353681402071711,0.063438092752545
"AaegL5_2",219390732,219724194,333463,10.5278084826531,10.4425421320819,10.6545477514491,-0.212005619367268,0.0356748486687023,0.0639036919349542
"AaegL5_2",211084253,211096155,11903,4.85793479096252,5.03969567173661,4.50901550890185,0.530680162834753,0.035993355806569,0.0643261047691176
"AaegL5_3",244099080,244117563,18484,5.08172516941521,4.81479138143902,5.42685534570384,-0.612063964264822,0.036005540943776,0.0643261047691176
"AaegL5_1",157623085,157625136,2052,3.72156964550975,3.95335563229311,3.24992008137247,0.703435550920634,0.0360639952044141,0.0643457598647177
"AaegL5_2",325571655,325584648,12994,5.40897907553907,5.17833651047692,5.71511489033892,-0.536778379861999,0.036185019688391,0.0644768550557927
"AaegL5_3",197867172,198226104,358933,10.5911594624212,10.6803696482569,10.4358500438685,0.244519604388458,0.0362353217894728,0.0644817537355972
"AaegL5_2",464435639,464441172,5534,5.94812047066354,6.31278349453587,5.05880614071228,1.25397735382359,0.0372516914679902,0.066189865370099
"AaegL5_1",171384520,171393983,9464,5.09599715543635,5.25754467640634,4.79274239892095,0.464802277485382,0.0372928150020322,0.066189865370099
"AaegL5_2",66795192,66859014,63823,7.46642508652892,7.30561550569007,7.69140782294493,-0.385792317254865,0.0374872740290655,0.0664480308279906
"AaegL5_3",224048463,224082474,34012,6.09730014047939,6.23816368846556,5.83869584489513,0.399467843570434,0.0376314107021087,0.0666164398329757
"AaegL5_3",198723730,198781342,57613,7.0361725494922,7.16126913396429,6.81028835758605,0.350980776378236,0.0377069694301572,0.0666631689012949
"AaegL5_1",255903739,255936178,32440,6.46379277327148,6.24459439116352,6.75720069931244,-0.51260630814892,0.0377986982365574,0.0667074809888496
"AaegL5_3",47999275,48005303,6029,3.28438026415512,3.53076813782333,2.77397784990579,0.756790287917535,0.0378304224781898,0.0667074809888496
"AaegL5_2",250125830,250128118,2289,3.78831835072273,3.48299425348089,4.17257085352559,-0.689576600044707,0.0378827029367251,0.0667129158210379
"AaegL5_1",280276257,280286945,10689,4.48506254810631,4.1645188923655,4.88425672129313,-0.719737828927624,0.037984704040087,0.0668057829810091
"AaegL5_2",32749102,32751274,2173,2.93334777433193,3.2473543208829,2.22247754609547,1.02487677478743,0.038505549489169,0.0676340998799394
"AaegL5_2",460407565,460446084,38520,6.4868680573054,6.30841628791028,6.73316516819967,-0.424748880289397,0.0389237819626389,0.0682802695230768
"AaegL5_3",308718748,308725380,6633,3.34445529505196,3.58324873274366,2.85438699814721,0.728861734596454,0.0405426376980853,0.0710281869749401
"AaegL5_1",172968114,172979522,11409,5.73422343719028,5.89534578143465,5.43190711447865,0.463438666955998,0.0406054687206052,0.0710464717227622
"AaegL5_3",235851722,235898275,46554,6.92443508014464,7.0607475742143,6.67538862008892,0.385358954125378,0.0414177269204172,0.0723742753918631
"AaegL5_2",247500617,247510242,9626,4.10914601657029,4.34758883892535,3.6200070443651,0.727581794560254,0.0422246087756589,0.0736892786355129
"AaegL5_1",141145729,141240051,94323,7.2217592208274,7.41815071548463,6.83844425501202,0.579706460472615,0.0424618619927212,0.0740080782289588
"AaegL5_2",222389118,222408364,19247,6.60113323267454,6.47826221429384,6.77825600613209,-0.299993791838243,0.0425685739181999,0.0740988270001015
"AaegL5_2",229955782,230233430,277649,10.3714181029309,10.4623387335342,10.2128609313992,0.249477802135035,0.0427269165777254,0.0742519672687277
"AaegL5_1",292099401,292796703,697303,11.0831384839093,10.956603081013,11.2650096602731,-0.308406579260142,0.0427660666938616,0.0742519672687277
"AaegL5_3",163021313,163024654,3342,3.14542582123818,2.79986827355794,3.56851338451029,-0.768645110952347,0.0434421235566094,0.0753293088782128
"AaegL5_2",311982624,312005663,23040,5.84682861624157,5.59091222068082,6.18033475660294,-0.589422535922121,0.0435020521816309,0.0753368873030543
"AaegL5_1",308673135,308675218,2084,1.78767390069739,2.11532056158999,1.03148103424839,1.0838395273416,0.0446109093968175,0.0771586647220466
"AaegL5_2",1406749,1412197,5449,2.74922148628686,3.05545311584425,2.06337731547034,0.992075800373906,0.0446739984866887,0.0771693527999362
"AaegL5_2",245584680,245601432,16753,6.14922921508097,6.00185594121414,6.3575859107336,-0.355729969519465,0.045089368467401,0.0777877654475773
"AaegL5_2",437296696,437299630,2935,2.93830647342275,3.17335867959448,2.45811219162458,0.715246487969894,0.0460481258209118,0.0793408622784706
"AaegL5_1",186861118,186867074,5957,5.06728831362453,4.87970606884688,5.32439353739233,-0.444687468545444,0.0463638938152692,0.0797835533166308
"AaegL5_3",294169392,294200457,31066,6.75698520480738,6.8753186288254,6.54480489405385,0.330513734771547,0.0482127321385879,0.0828527806394457
"AaegL5_1",229850673,229861497,10825,4.94482343686258,4.74703468966027,5.21383570335245,-0.466801013692178,0.0482696878356653,0.0828527806394457
"AaegL5_3",91680207,91698964,18758,4.20861058456614,4.49092149006251,3.59635660232394,0.894564887738572,0.0485621711160271,0.0832494361989036
"AaegL5_2",368056415,368249914,193500,9.07153308600093,8.94561112165356,9.25261128078271,-0.307000159129146,0.0490129462250306,0.0839161049004311
"AaegL5_1",157886233,157888944,2712,3.25436561054109,3.47661849361173,2.80726176099448,0.669356732617246,0.0491792403544447,0.0840168875698432
"AaegL5_2",438527483,438535267,7785,4.28774801593006,4.4654677833799,3.9481261741464,0.5173416092335,0.0491957291522533,0.0840168875698432
"AaegL5_2",217664984,217668068,3085,2.04348036109018,2.34874018394048,1.36072458820031,0.988015595740167,0.0494620151874353,0.0843373678568274
"AaegL5_2",266594848,266665652,70805,8.00655505596577,7.82016234271466,8.26226062351006,-0.442098280795392,0.0495077764115299,0.0843373678568274
"AaegL5_1",75470073,75483206,13134,4.14816125789843,4.37904588248362,3.67885746545175,0.700188417031874,0.0497107144219266,0.084576824035298
"AaegL5_1",245004042,245026033,21992,5.71509875663457,5.88291817861338,5.39789700969867,0.485021168914716,0.0501999606594161,0.0853021887896844
"AaegL5_2",213537514,213539947,2434,2.98556116612829,3.28291731163277,2.32760497637303,0.955312335259741,0.050263523295622,0.0853033011124699
"AaegL5_3",177817759,177821050,3292,2.95954437631173,3.18239585034605,2.51091624202809,0.671479608317963,0.0503445000573153,0.0853339275971494
"AaegL5_3",87691500,88093773,402274,9.89813991952835,9.77679914141017,10.0732715498347,-0.296472408424528,0.0504938670686799,0.0854802543634581
"AaegL5_2",251614808,251618296,3489,1.71857766418644,2.06139483577405,0.909713072104007,1.15168176367004,0.0511358407182795,0.0864591022618292
"AaegL5_2",303073472,303090301,16830,6.53288117856725,6.38843634490232,6.73756789106492,-0.349131546162608,0.0525870912015282,0.0888021116678358
"AaegL5_1",22795583,22823328,27746,4.62204900140679,4.92549796893498,3.9450250219178,0.980472947017185,0.0529163579906938,0.0892469918350507
"AaegL5_3",90748503,90756451,7949,4.90440431731878,4.74969940393773,5.12187608203017,-0.372176678092441,0.0533986169563675,0.089850435208702
"AaegL5_1",178875606,178884025,8420,3.74793890987194,3.93171530820248,3.39435020452413,0.537365103678343,0.0534645883580704,0.089850435208702
"AaegL5_2",214706954,214989578,282625,10.119934573605,10.0445104376123,10.2329670305422,-0.188456592929844,0.0534729359980992,0.089850435208702
"AaegL5_2",219901784,219914155,12372,6.11162167944185,6.24336596502587,5.87207584772269,0.371290117303179,0.0535455116769303,0.0898610319726701
"AaegL5_1",250569789,250594158,24370,6.56168589753135,6.38352272887018,6.80763893551059,-0.424116206640411,0.0544619423730567,0.0912664783993532
"AaegL5_2",157363999,157369075,5077,4.1635691413298,3.95795283752752,4.44159070101663,-0.483637863489103,0.0545175866544809,0.0912664783993532
"AaegL5_2",248146734,248150134,3401,1.30801532557712,1.6849437561314,0.370914308000157,1.31402944813124,0.055594022953741,0.0929537547783881
"AaegL5_3",44517041,44520194,3154,4.03452636489219,4.21370222225787,3.69156437791271,0.522137844345159,0.0561049274229711,0.0936924650068335
"AaegL5_2",424470222,424474025,3804,3.90115583247085,4.1485990575475,3.38789633775352,0.760702719793979,0.0563113124194068,0.0939214509725899
"AaegL5_2",137123409,137236165,112757,8.32354505123019,8.43163419858425,8.13175777020109,0.299876428383165,0.0565440881430411,0.0941158984424559
"AaegL5_2",391855612,391864578,8967,3.79831101268533,4.00218992703849,3.39693243230287,0.60525749473562,0.0565667088721251,0.0941158984424559
"AaegL5_1",168587976,168620079,32104,6.92875903478813,7.03325868946403,6.74401582960426,0.289242859859772,0.0568976641282247,0.0945505300954322
"AaegL5_1",31901873,32029732,127860,8.53189061500134,8.395173975829,8.72681098753463,-0.331637011705629,0.058190208892194,0.0965800774269462
"AaegL5_3",235748474,235754276,5803,4.37833450450616,4.59767038529083,3.93862671680436,0.659043668486466,0.0587401160635278,0.097373590931716
"AaegL5_2",32861665,32895940,34276,5.99362288050054,6.14852699536432,5.70493065755723,0.443596337807088,0.0601891057071802,0.0996537574345987
"AaegL5_2",342154999,342163363,8365,4.75609910214075,4.50631772815077,5.08305266991787,-0.5767349417671,0.0611107418835432,0.101056299992786
"AaegL5_2",466151982,466155439,3458,4.36363577743958,4.57143617430989,3.95266752196969,0.618768652340198,0.0614119340287191,0.101314178959613
"AaegL5_2",154784167,154816531,32365,6.61948938578742,6.42040149937722,6.89000421587205,-0.469602716494832,0.0614161173339247,0.101314178959613
"AaegL5_1",85727388,85731094,3707,3.66870811028505,3.85127633902819,3.3179210125549,0.533355326473282,0.0622754304121756,0.102606906001106
"AaegL5_2",246660450,246672407,11958,4.41748819600519,4.60194236360726,4.06232440584712,0.539617957760147,0.0631401210398413,0.103905344817991
"AaegL5_1",281867767,281938915,71149,7.69878190828325,7.56230747660823,7.8933942758698,-0.331086799261569,0.0636785724320578,0.104664417233782
"AaegL5_2",337215568,337220078,4511,4.70103207672979,4.48119936151491,4.99515109343862,-0.513951731923703,0.0638213080655288,0.104772026315808
"AaegL5_3",253147160,253149607,2448,1.62577047270675,1.12528145615978,2.18061721844668,-1.05533576228689,0.0652915293393925,0.107056002157456
"AaegL5_3",211167545,211200726,33182,6.52996066115348,6.33038411150002,6.80103991676317,-0.470655805263155,0.065769900354767,0.107710126667952
"AaegL5_3",131913831,131995557,81727,7.68154857805468,7.53764913186124,7.88554994229199,-0.347900810430747,0.0659785749686085,0.10792152914045
"AaegL5_1",70105773,70109988,4216,4.69614997646068,4.86787306400635,4.37016797532819,0.497705088678151,0.0670501835369338,0.109542227561545
"AaegL5_1",171368107,171380875,12769,5.42510625712503,5.2925415165862,5.61473053172204,-0.322189015135843,0.0678262746334681,0.1106211696536
"AaegL5_2",390666983,390682024,15042,5.4821255917157,5.27965718461405,5.75653664462147,-0.476879460007419,0.0678737560116484,0.1106211696536
"AaegL5_2",432743987,432841654,97668,7.76235588873666,7.63107833152455,7.95033118952791,-0.319252858003366,0.068693111908814,0.111822160562247
"AaegL5_2",225738950,225986416,247467,10.2666558449302,10.3333459414919,10.1530923510318,0.180253590460151,0.0691751943075592,0.112471898658334
"AaegL5_1",105594693,105599450,4758,4.13551326508455,4.36265623695856,3.6758909158749,0.686765321083653,0.0695858530026114,0.113004091822205
"AaegL5_1",80224731,80235011,10281,9.67198018734325,9.8846868757387,9.24888631769432,0.63580055804438,0.0710146217537871,0.115186396050401
"AaegL5_2",269661746,269932146,270401,9.47711842917605,9.58986928411272,9.27610486859005,0.313764415522673,0.0711480871668826,0.115265001431652
"AaegL5_3",194971931,194999225,27295,6.56209120499783,6.66007943296129,6.3899948474615,0.270084585499791,0.0720603120117595,0.116603559770819
"NIGP01001970",2979,8671,5693,3.31676934091085,3.56192982094117,2.80968004486073,0.752249776080443,0.0739334191565092,0.119491914631974
"AaegL5_2",111360747,111423374,62628,7.37193508183029,7.50141060953663,7.13707340160259,0.364337207934039,0.0749018280961758,0.120912951069541
"AaegL5_2",84288516,84293020,4505,3.61162790229095,3.89897437120964,2.98429100473752,0.91468336647212,0.0752839262326223,0.121385260370316
"AaegL5_3",171913933,171996693,82761,8.0338614603632,7.91924263577957,8.20018858281759,-0.280945947038017,0.0754375086281281,0.121488434322734
"AaegL5_3",197838635,197846978,8344,4.2301411563134,4.04338283625953,4.48627718067184,-0.442894344412308,0.0767280389652027,0.123420190791002
"AaegL5_3",104336505,104344737,8233,4.48724266201119,4.66745507722547,4.14189611879631,0.525558958429164,0.0784488868799711,0.126038732949337
"AaegL5_3",159322534,159418854,96321,7.67888526474123,7.51028209425056,7.91335483384953,-0.403072739598975,0.0795179341277542,0.127605110860633
"AaegL5_1",205560793,205740142,179350,11.3028889874724,11.5027293125542,10.9112933449172,0.591435967637013,0.0805376168737601,0.129088662506878
"NIGP01000334",23357,26868,3512,3.4222466365965,3.5965849144113,3.09033903034341,0.506245884067886,0.0808817369995895,0.129303344477597
"AaegL5_3",202466571,202486342,19772,6.380355278822,6.49229892834898,6.18094567853234,0.311353249816647,0.080926970524902,0.129303344477597
"AaegL5_2",137841720,137849206,7487,3.49767793499562,3.68256012681968,3.14151818036847,0.541041946451216,0.0809576249715929,0.129303344477597
"AaegL5_1",135649323,135654898,5576,3.84246257725769,3.6145878610973,4.14553957887874,-0.530951717781437,0.0810952825520884,0.129370827224273
"AaegL5_2",153727830,153742582,14753,5.08761016586507,5.2678521089047,4.74219561228013,0.525656496624574,0.0816818013416855,0.130153375580876
"AaegL5_3",219008315,219017146,8832,4.19111598122869,3.96915625151238,4.48761456105258,-0.5184583095402,0.0832404998176739,0.132481358864749
"AaegL5_3",290573130,290740509,167380,9.26941884068452,9.15213095259684,9.43925328844037,-0.287122335843527,0.0834983589393286,0.132694775233172
